435666		2008	2274	100	101	59816	62194
1070376		3360	4028	140	142	226303	360603
1890815		5566	6391	231	233	359532	543870
3598623		10090	11007	586	600	956205	1681470
6262104		10651	11602	433	426	961300	1514990
14081816	25104	28670	0	0	3553810	5868220
23947347	0	0	0	0	6703870	9787823
