435666		604	775	0	0	5040	6557
1070376		1444	1738	0	0	10837	17436
1890815		1985	2387	0	0	22764	33377
3598623		2873	3487	0	0	33229	47028
6262104		3708	4441	0	0	22764	33377
14081816	6463	7992	0	0	61512	101077
23947347	0	0	0	0	136113	220751
