435666		1475	1600	79	79	24962	26289
1070376		2599	3132	104	105	86020	137532
1890815		4332	4840	171	172	159870	237625
3598623		6968	7970	402	411	354352	519541
6262104		7663	8722	289	283	305627	473679
14081816	16495	19316	0	0	978000	1639260
23947347	0	0	0	0	2105140	3334128
