#	FutureRank	Batch	Power	Inc	HHGBiRank
2009	4.009	2.719	4.475	1.098	95.394
2010	4.743	2.833	5.074	1.498	124.66
2011	5.46	3.396	5.486	1.676	133.615
2012	6.754	4.119	6.499	2.151	164.596
2013	7.488	4.605	7.29	2.852	200.071
2014	8.47	4.72	8.477	2.961	237.199
2015	10.234	4.798	8.282	3.383	274.451
2016	10.608	5.881	8.184	3.506	307.477


