#snapshots, PageRank, FutureRank, Ensemble, HHGBiRank
2010	0.628329	0.751453	0.806011	0.809134	0.787077
2011	0.649555	0.758112	0.81221	0.814124	0.792546
2012	0.693788	0.778445	0.825882	0.824639	0.810675
2013	0.738814	0.797848	0.839748	0.835925	0.826208
2014	0.772905	0.815462	0.850089	0.845149	0.840612
2015	0.808889	0.833069	0.861796	0.854672	
