435666		1535	1597	0	0	28084	40279
1070376		2751	3146	0	0	87459	140428
1890815		4420	4833	0	0	163236	257752
3598623		7173	7959	0	0	379599	542802
6262104		7932	8718	0	0	163236	257752
14081816	16974	19517	0	0	988994	1580830
23947347	0 0	0	0	1816601	3268572
