435666		317	437	26	25	1296	1427
1070376		890	1170	39	39	3800	5701
1890815		1268	1566	64	65	7439	10422
3598623		1699	2212	85	86	9051	12080
6262104		2373	3089	86	85	14104	20829
14081816	3740	5006	0	0	16649	28468
23947347	0	0	0	0	39536	53357
