435666		168	246	16	16	368	395
1070376		491	692	27	27	1173	1648
1890815		737	960	42	42	2226	3066
3598623		923	1258	51	50	2503	3283
6262104		1380	1906	56	56	5059	9255
14081816	2065	2943	0	0	4876	8119
23947347	0	0	0	0	11978	15741
