435666		943	1158	56	56	10274	10963
1070376		2076	2431	76	77	28915	45184
1890815		2855	3400	129	130	61405	89983
3598623		4468	5383	248	251	107962	155196
6262104		5539	6478	192	189	105377	163115
14081816	10402	12439	0	0	244552	408656
23947347	0	0	0	0	536929	773333
