435666		84	120	11	10	105	113	
1070376		233	339	18	17	323	444
1890815		386	540	27	26	640	873
3598623		429	613	31	30	672	869
6262104		737	1036	37	37	1587	2219
14081816	983	1474	0	0	1459	2279
23947347	0	0	0	0	3638	4723
