435666		3534	4031	0	0	65802	99073
1070376		3360	4028	0	0	228535	368370
1890815		5801	6319	0	0	365321	550480
3598623		10550	11007	0	0	1046760	1462390
6262104		11169	11634	0	0	365321	550480
14081816	26074	28959	0	0	3678950	5982340
23947347	0	0	0	0	5800136	9887230
