#snapshots, PageRank, FutureRank, HHGBiRank, Ensemble
7	0.613276	0.740541	0.735664	0.785513
6	0.627849	0.747518	0.742142	0.788787
5	0.556548	0.737445	0.724023	0.778839
4	0.635825	0.764516	0.753363	0.792456
3	0.558007	0.753982	0.736664	0.808143
2	0.598237	0.766907	0.759186	0.806356





