#snapshots, OPT1, OPT2, OPT3, OPT4
2	500.325	580.9	872.7	987.5
5	507.35	566.2	878.15	912.175
8	514.15	569.4	880.425	924.325
11	509.15	556.325	868.575	913.225
14	511.475	562.25	878.45	921.85
17	517.65	567.225	870.45	917.25
20	509.1	555	851.9	907.2



