#year bat inc pow
2009	311.675	123.474	488.078
2010	319.441	134.472	516.845
2011	362.654	159.635	644.562
2012	402.341	192.068	675.154
2013	456.332	232.41	779.814
2014	512.57	268.555	887.58
2015	567.046	311.345	1009.634
2016	611.88	344.448	1055.792





